,Var1,Metadata_moa.x,Metadata_Plate_Map_Name.x
976,BRD-K47207162-312-02-2,Serotonin reuptake inhibitor,H-BIOA-005-3
977,BRD-K47278471-003-04-0,Histamine receptor antagonist,H-BIOA-005-3
978,BRD-K47323024-003-04-6,Histamine receptor antagonist,H-BIOA-005-3
979,BRD-K47328134-001-02-0,heparin activation inhibitor,H-BIOA-005-3
980,BRD-K47598052-001-04-2,src inhibitor,H-BIOA-005-3
981,BRD-K47608922-001-02-1,chelating agent,H-BIOA-005-3
982,BRD-K47631482-003-02-1,Mucolytic agent,H-BIOA-005-3
983,BRD-K47635719-001-03-9,glucocorticoid receptor agonist,H-BIOA-005-3
984,BRD-K47639036-003-03-3,Acetylcholine receptor antagonist,H-BIOA-005-3
985,BRD-K47659338-003-01-0,serotonin receptor agonist,H-BIOA-005-3
986,BRD-K47693913-001-02-4,Furoquinoline alkaloid,H-BIOA-005-3
987,BRD-K47717570-304-01-5,Glutamate receptor antagonist,H-BIOA-005-3
988,BRD-K47869605-001-04-9,microtubule inhibitor|tubulin polymerization inhibitor,H-BIOA-005-3
989,BRD-K47936004-001-01-9,dopamine receptor agonist,H-BIOA-005-3
990,BRD-K47943470-001-02-8,EGFR inhibitor,H-BIOA-005-3
991,BRD-K48168960-001-05-1,Thyroid peroxidase inhibitor,H-BIOA-005-3
992,BRD-K48300629-001-03-8,Sodium channel blocker,H-BIOA-005-3
993,BRD-K48692744-001-01-2,PARP inhibitor,H-BIOA-005-3
994,BRD-K48722258-300-04-5,adenosine reuptake inhibitor,H-BIOA-005-3
995,BRD-K48735772-001-01-4,EGFR inhibitor|epidermal growth factor receptor (EGFR) inhibitor,H-BIOA-005-3
996,BRD-K49027941-237-01-1,Adenosine receptor antagonist,H-BIOA-005-3
997,BRD-K49049886-001-03-8,adenosine receptor antagonist,H-BIOA-005-3
998,BRD-K49061529-001-01-0,GABA benzodiazepine site receptor inverse agonist,H-BIOA-006-3
999,BRD-K49111258-001-02-8,Adrenergic receptor antagonist,H-BIOA-005-3
1000,BRD-K49294207-300-01-2,EGFR inhibitor,H-BIOA-005-3
1001,BRD-K49448285-001-01-3,CDK inhibitor,H-BIOA-005-3
1002,BRD-K49481516-004-03-5,Acetylcholinesterase inhibitor,H-BIOA-005-3
1003,BRD-K49519092-303-01-4,Histamine receptor agonist,H-BIOA-005-3
1004,BRD-K49577446-001-03-1,cytochrome P450 inhibitor,H-BIOA-005-3
1005,BRD-K49657628-001-02-3,EGFR inhibitor|tyrosine kinase inhibitor,H-BIOA-005-3
1006,BRD-K49671696-001-02-1,Serotonin receptor antagonist,H-BIOA-005-3
1007,BRD-K49890030-236-01-6,Glutamate receptor antagonist,H-BIOA-005-3
1008,BRD-K49945136-001-03-5,Serotonin receptor antagonist,H-BIOA-005-3
1009,BRD-K50018155-003-01-3,Serotonin receptor partial agonist,H-BIOA-005-3
1010,BRD-K50135270-001-01-9,dopamine uptake inhibitor,H-BIOA-005-3
1011,BRD-K50214219-001-02-4,PARP inhibitor,H-BIOA-005-3
1012,BRD-K50325075-001-01-3,potassium channel blocker|slow afterhyperpolarization channel blocker,H-BIOA-005-3
1013,BRD-K50388907-001-04-9,PPAR receptor agonist,H-BIOA-005-3
1014,BRD-K50398167-236-02-9,Cyclooxygenase inhibitor,H-BIOA-005-3
1015,BRD-K50417881-003-05-9,Dopamine receptor antagonist,H-BIOA-005-3
1016,BRD-K50422030-001-01-2,GABA receptor antagonist,H-BIOA-005-3
1017,BRD-K50464341-001-02-6,calmodulin antagonist,H-BIOA-005-3
1018,BRD-K50495309-001-01-2,src inhibitor,H-BIOA-005-3
1019,BRD-K50660797-001-02-8,Bacterial DNA gyrase inhibitor,H-BIOA-005-3
1020,BRD-K50836978-001-01-7,CDK inhibitor,H-BIOA-005-3
1021,BRD-K50841342-001-01-6,caspase activator,H-BIOA-005-3
1022,BRD-K50859149-001-04-7,bacterial antifolate,H-BIOA-005-3
1023,BRD-K50891186-001-01-0,dopamine receptor antagonist,H-BIOA-005-3
1024,BRD-K51276371-001-01-8,CDK inhibitor|CFTR channel activator|glycogen synthase kinase inhibitor|JNK inhibitor,H-BIOA-005-3
1025,BRD-K51318897-001-04-7,tubulin polymerization inhibitor,H-BIOA-005-3
1026,BRD-K51465424-003-03-6,adrenergic receptor agonist,H-BIOA-005-3
1027,BRD-K51476772-001-01-9,tyrosine kinase inhibitor,H-BIOA-005-3
1028,BRD-K51541829-001-01-3,Ionotropic glutamate receptor antagonist,H-BIOA-005-3
1029,BRD-K51575138-001-01-7,IKK inhibitor,H-BIOA-005-3
1030,BRD-K51671335-001-01-5,Dopamine receptor antagonist,H-BIOA-005-3
1031,BRD-K51751936-001-03-4,benzodiazepine receptor agonist,H-BIOA-005-3
1032,BRD-K51918615-303-01-1,histamine receptor antagonist|histamine receptor inhibitor|ionotropic glutamate receptor antagonist,H-BIOA-005-3
1033,BRD-K52020312-001-04-5,DNA inhibitor,H-BIOA-005-3
1034,BRD-K52075040-001-02-2,fatty acid synthase inhibitor,H-BIOA-005-3
1035,BRD-K52219182-001-01-6,Phosphodiesterase inhibitor,H-BIOA-005-3
1036,BRD-K52313696-001-01-6,HDAC inhibitor,H-BIOA-005-3
1037,BRD-K52394958-001-01-9,tachykinin antagonist,H-BIOA-005-3
1038,BRD-K52397688-001-01-9,dopamine receptor antagonist|FAAH inhibitor|serotonin receptor antagonist,H-BIOA-005-3
1039,BRD-K52459643-001-10-2,Prostanoid receptor agonist,H-BIOA-005-3
1040,BRD-K52512893-001-03-0,Prostanoid receptor antagonist,H-BIOA-005-3
1041,BRD-K52620403-001-01-8,calcium/calmodulin dependent protein kinase inhibitor|calmodulin inhibitor,H-BIOA-006-3
1042,BRD-K52662033-001-02-6,histamine receptor agonist,H-BIOA-005-3
1043,BRD-K52721684-001-02-2,potassium channel activator,H-BIOA-005-3
1044,BRD-K52850071-001-01-2,JAK inhibitor,H-BIOA-005-3
1045,BRD-K52930707-001-04-8,ACE inhibitor,H-BIOA-005-3
1046,BRD-K52989797-001-01-1,serotonin transporter (SERT) inhibitor,H-BIOA-005-3
1047,BRD-K53123955-001-03-0,Phosphofructokinase inhibitor,H-BIOA-005-3
1048,BRD-K53263234-001-02-9,constitutive androstane receptor (CAR) agonist,H-BIOA-005-3
1049,BRD-K53318339-001-04-1,Phosphodiesterase inhibitor,H-BIOA-005-3
1050,BRD-K53523901-001-01-0,adiponectin receptor agonist|AP inhibitor|aryl hydrocarbon receptor antagonist|HIV integrase inhibitor|MEK inhibitor|NFkB pathway inhibitor|topoisomerase inhibitor,H-BIOA-005-3
1051,BRD-K53545112-304-01-6,Glutamate receptor antagonist,H-BIOA-005-3
1052,BRD-K53737926-003-04-7,Norepinephrine inhibitor,H-BIOA-005-3
1053,BRD-K53857191-001-04-5,Dopamine receptor antagonist,H-BIOA-005-3
1054,BRD-K53878242-001-02-4,phosphodiesterase inhibitor,H-BIOA-005-3
1055,BRD-K53979406-003-01-0,glycine transporter inhibitor|GlyT-1 inhibitor,H-BIOA-005-3
1056,BRD-K54094468-001-01-6,dopamine receptor antagonist,H-BIOA-005-3
1057,BRD-K54095730-001-01-5,p38 MAPK inhibitor,H-BIOA-005-3
1058,BRD-K54142781-001-02-1,Adrenergic receptor agonist,H-BIOA-005-3
1059,BRD-K54210043-001-02-0,calcium channel activator|large conductance potassium channel activator,H-BIOA-005-3
1060,BRD-K54233340-300-01-0,AMPK inhibitor|DNA damaging|TGF beta receptor inhibitor,H-BIOA-005-3
1061,BRD-K54330070-001-05-5,p38 MAPK inhibitor,H-BIOA-005-3
1062,BRD-K54411430-001-02-5,cAMP inhibitor,H-BIOA-005-3
1063,BRD-K54529596-001-04-0,ACE inhibitor,H-BIOA-005-3
1064,BRD-K54665485-001-01-2,Diacylglycerol kinase inhibitor,H-BIOA-005-3
1065,BRD-K54704028-001-01-3,glutamate receptor antagonist,H-BIOA-005-3
1066,BRD-K54708045-001-01-3,PPAR receptor agonist,H-BIOA-005-3
1067,BRD-K54759182-003-02-3,Norepinephrine reuptake inhibitor,H-BIOA-005-3
1068,BRD-K54771420-001-03-2,Cholesterol inhibitor,H-BIOA-005-3
1069,BRD-K54790157-001-03-1,DNA synthesis inhibitor,H-BIOA-005-3
1070,BRD-K55034111-066-02-3,bacterial DNA gyrase inhibitor,H-BIOA-005-3
1071,BRD-K55191674-236-03-7,Penicillin binding protein inhibitor,H-BIOA-005-3
1072,BRD-K55344148-003-01-8,Imidazoline receptor ligand,H-BIOA-005-3
1073,BRD-K55424922-001-01-4,Serotonin receptor agonist,H-BIOA-005-3
1074,BRD-K55430733-003-01-6,Serotonin receptor agonist,H-BIOA-005-3
1075,BRD-K55454768-001-01-8,voltage-independent calcium influx blocker,H-BIOA-005-3
1076,BRD-K55468218-001-04-8,dopamine receptor antagonist,H-BIOA-005-3
1077,BRD-K55529781-236-02-0,thromboxane synthase inhibitor,H-BIOA-005-3
1078,BRD-K55567017-001-02-4,alcohol dehydrogenase inhibitor,H-BIOA-005-3
1079,BRD-K55677650-003-01-1,ionotropic glutamate receptor antagonist,H-BIOA-005-3
1080,BRD-K55748775-001-01-4,ATPase inhibitor|potassium-competitive acid antagonist,H-BIOA-005-3
1081,BRD-K55930204-001-02-7,Hydantoin antiepileptic,H-BIOA-005-3
1082,BRD-K56047318-001-02-2,Triacylglycerol lipase inhibitor,H-BIOA-005-3
1083,BRD-K56064827-001-04-7,PKC inhibitor,H-BIOA-005-3
1084,BRD-K56115039-003-01-3,Imidazoline receptor ligand,H-BIOA-005-3
1085,BRD-K56403959-300-01-9,CC chemokine receptor ligand,H-BIOA-005-3
1086,BRD-K56429665-001-03-9,vitamin D receptor agonist,H-BIOA-005-3
1087,BRD-K56509348-003-01-3,Endothelin receptor antagonist,H-BIOA-005-3
1088,BRD-K56558538-003-02-8,Sodium channel blocker,H-BIOA-005-3
1089,BRD-K56596464-004-02-4,Sodium channel blocker,H-BIOA-005-3
1090,BRD-K56699285-001-03-7,dopamine receptor agonist|serotonin receptor antagonist,H-BIOA-005-3
1091,BRD-K57033106-048-02-8,Histamine receptor antagonist,H-BIOA-005-3
1092,BRD-K57179821-001-04-8,Antipruritic,H-BIOA-005-3
1093,BRD-K57222227-001-06-1,cyclooxygenase inhibitor,H-BIOA-005-3
1094,BRD-K57304726-003-03-6,Sigma receptor agonist,H-BIOA-005-3
1095,BRD-K57545991-050-03-3,angiotensin converting enzyme inhibitor,H-BIOA-005-3
1096,BRD-K57569181-001-04-4,Phosphodiesterase inhibitor,H-BIOA-005-3
1097,BRD-K57718010-001-06-9,GABA receptor antagonist,H-BIOA-005-3
1098,BRD-K57886322-001-03-4,glucocorticoid receptor agonist,H-BIOA-005-3
1099,BRD-K57926513-001-02-9,PDGFR receptor inhibitor,H-BIOA-005-3
1100,BRD-K58220566-001-02-2,PKC inhibitor|sodium channel blocker|calcium channel blocker,H-BIOA-005-3
1101,BRD-K58265391-001-03-6,diuretic,H-BIOA-005-3
1102,BRD-K58299615-001-02-7,amyloid precursor protein inhibitor|beta amyloid aggregation inhibitor,H-BIOA-005-3
1103,BRD-K58466253-003-04-1,serotonin release inhibitor,H-BIOA-005-3
1104,BRD-K58685305-001-02-2,11-beta hydroxysteroid dehydrogenase inhibitor,H-BIOA-005-3
1105,BRD-K58930050-001-01-1,glutamate receptor antagonist,H-BIOA-005-3
1106,BRD-K58938839-001-03-8,smoothened receptor antagonist|hedgehog pathway inhibitor,H-BIOA-005-3
1107,BRD-K59037100-001-04-8,lipase inhibitor,H-BIOA-005-3
1108,BRD-K59058766-003-03-7,dopamine receptor antagonist,H-BIOA-005-3
1109,BRD-K59184148-001-04-2,glycogen synthase kinase inhibitor,H-BIOA-005-3
1110,BRD-K59273480-001-01-5,adenosine reuptake inhibitor|phosphodiesterase inhibitor,H-BIOA-005-3
1111,BRD-K59331372-001-01-2,TRPV antagonist,H-BIOA-006-3
1112,BRD-K59332007-300-01-9,acetylcholine release enhancer|acetylcholine release stimulant|neurotransmitter agonist|voltage-gated potassium channel blocker,H-BIOA-005-3
1113,BRD-K59419204-001-01-9,cannabinoid receptor antagonist|cannabinoid receptor inhibitor,H-BIOA-005-3
1114,BRD-K59469039-001-04-9,Angiogenesis inhibitor,H-BIOA-005-3
1115,BRD-K59522102-001-04-7,monoamine oxidase inhibitor,H-BIOA-005-3
1116,BRD-K59574735-001-02-7,leukotriene synthesis inhibitor,H-BIOA-005-3
1117,BRD-K59637651-001-01-4,protein synthesis inhibitor|botulin neurotoxin inhibitor|mur synthetase inhibitor,H-BIOA-005-3
1118,BRD-K59650319-003-01-7,glutamate receptor antagonist,H-BIOA-005-3
1119,BRD-K59753853-001-01-5,glutamate receptor antagonist,H-BIOA-005-3
1120,BRD-K59851896-001-02-4,GABA release inhibitor,H-BIOA-005-3
1121,BRD-K59983611-001-05-2,bacterial antifolate,H-BIOA-005-3
1122,BRD-K60060639-005-01-4,antiarrhythmic medication,H-BIOA-005-3
1123,BRD-K60174629-001-02-2,prolyl endopeptidase inhibitor,H-BIOA-005-3
1124,BRD-K60184833-001-02-3,tyrosine kinase inhibitor,H-BIOA-005-3
1125,BRD-K60230970-001-04-3,proteasome inhibitor,H-BIOA-005-3
1126,BRD-K60274257-001-01-1,tyrosine phosphatase inhibitor,H-BIOA-005-3
1127,BRD-K60298136-001-01-7,aryl hydrocarbon receptor agonist|aryl hydrocarbon receptor ligand,H-BIOA-005-3
1128,BRD-K60476892-001-02-1,activator of soluble guanylyl cyclase|guanylate cyclase activator|hypoxia inducible factor inhibitor,H-BIOA-005-3
1129,BRD-K60511616-236-01-4,HMGCR inhibitor,H-BIOA-005-3
1130,BRD-K60640630-001-03-7,glucocorticoid receptor agonist,H-BIOA-005-3
1131,BRD-K60690191-003-02-1,glutamate receptor antagonist,H-BIOA-006-3
1132,BRD-K60923938-001-02-8,sodium channel activator,H-BIOA-005-3
1133,BRD-K60932973-001-01-7,dopamine receptor agonist,H-BIOA-005-3
1134,BRD-K61097567-001-03-6,tachykinin antagonist,H-BIOA-005-3
1135,BRD-K61177364-003-01-1,CRF receptor antagonist,H-BIOA-006-3
1136,BRD-K61250553-001-02-9,opioid receptor agonist,H-BIOA-006-3
1137,BRD-K61269089-001-01-4,Protein kinase inhibitor,H-BIOA-006-3
1138,BRD-K61271364-001-02-4,GABA receptor antagonist,H-BIOA-006-3
1139,BRD-K61323504-001-02-4,CC chemokine receptor antagonist,H-BIOA-006-3
1140,BRD-K61496577-001-03-8,glucocorticoid receptor agonist,H-BIOA-006-3
1141,BRD-K61590534-001-01-4,EGFR inhibitor,H-BIOA-006-3
1142,BRD-K61737877-001-01-6,VEGFR inhibitor,H-BIOA-006-3
1143,BRD-K61951118-001-01-2,GABA benzodiazepine site receptor inverse agonist,H-BIOA-006-3
1144,BRD-K62008436-001-03-1,tubulin polymerization inhibitor,H-BIOA-006-3
1145,BRD-K62056274-001-01-9,Serotonin receptor agonist,H-BIOA-006-3
1146,BRD-K62206109-303-01-1,histamine receptor antagonist,H-BIOA-006-3
1147,BRD-K62221994-001-01-8,gonadotropin releasing factor hormone receptor antagonist,H-BIOA-006-3
1148,BRD-K62289640-003-01-9,Cannabinoid receptor agonist,H-BIOA-006-3
1149,BRD-K62310379-001-03-0,glucocorticoid receptor agonist,H-BIOA-006-3
1150,BRD-K62353524-001-01-8,estrogen receptor agonist,H-BIOA-006-3
1151,BRD-K62363391-001-04-1,bacterial antifolate,H-BIOA-006-3
1152,BRD-K62607865-001-03-0,bacterial cell wall synthesis inhibitor,H-BIOA-006-3
1153,BRD-K62609077-001-02-2,adrenergic receptor antagonist|GABA receptor antagonist|serotonin receptor antagonist,H-BIOA-006-3
1154,BRD-K62810658-001-05-6,MEK inhibitor,H-BIOA-006-3
1155,BRD-K62929068-001-01-7,Purinergic receptor activator,H-BIOA-006-3
1156,BRD-K62996583-001-03-8,calcium channel blocker,H-BIOA-006-3
1157,BRD-K63089472-001-02-7,Inhibitor of methyl esterification of farnesylated proteins,H-BIOA-006-3
1158,BRD-K63150726-001-01-3,cannabinoid receptor inverse agonist,H-BIOA-006-3
1159,BRD-K63151507-001-01-6,Lymphocyte inhibitor,H-BIOA-006-3
1160,BRD-K63165456-001-03-3,Adrenergic receptor agonist,H-BIOA-006-3
1161,BRD-K63430059-001-03-2,DNA synthesis inhibitor,H-BIOA-006-3
1162,BRD-K63504947-001-05-5,VEGFR inhibitor,H-BIOA-006-3
1163,BRD-K63516691-001-01-6,Phosphodiesterase inhibitor,H-BIOA-006-3
1164,BRD-K63533170-001-01-1,cannabinoid receptor antagonist|cannabinoid receptor inverse agonist,H-BIOA-006-3
1165,BRD-K63606607-001-01-8,ATPase inhibitor|chloride channel activator,H-BIOA-006-3
1166,BRD-K63630713-001-04-3,sodium/potassium/chloride transporter inhibitor,H-BIOA-006-3
1167,BRD-K63750851-001-03-3,dehydrogenase inhibitor|inositol monophosphatase inhibitor,H-BIOA-006-3
1168,BRD-K63784565-001-02-1,Topoisomerase inhibitor,H-BIOA-006-3
1169,BRD-K63792901-075-01-3,acetylcholine receptor agonist,H-BIOA-006-3
1170,BRD-K63828191-003-07-3,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),H-BIOA-006-3
1171,BRD-K63874012-103-01-5,histamine receptor antagonist|histamine receptor inverse agonist,H-BIOA-006-3
1172,BRD-K63913457-001-02-7,vasodilator,H-BIOA-006-3
1173,BRD-K63945320-001-02-4,Phospholipase inhibitor,H-BIOA-006-3
1174,BRD-K63979671-001-03-6,Compound used in hepatobiliary scans of the liver,H-BIOA-006-3
1175,BRD-K64044582-001-02-8,ACAT inhibitor,H-BIOA-006-3
1176,BRD-K64157027-003-01-9,Adrenergic receptor agonist,H-BIOA-006-3
1177,BRD-K64245000-001-01-7,FXR agonist,H-BIOA-006-3
1178,BRD-K64341947-003-01-6,guanylate cyclase activator,H-BIOA-006-3
1179,BRD-K64402243-001-01-1,Caspase inhibitor,H-BIOA-006-3
1180,BRD-K64670467-001-01-2,glutamate receptor antagonist,H-BIOA-006-3
1181,BRD-K64755930-003-01-6,phosphodiesterase inhibitor,H-BIOA-006-3
1182,BRD-K64862097-001-03-9,glucocorticoid receptor agonist,H-BIOA-006-3
1183,BRD-K64994968-001-03-6,Progesterone receptor agonist,H-BIOA-006-3
1184,BRD-K65146499-001-04-8,Cyclooxygenase inhibitor,H-BIOA-006-3
1185,BRD-K65285700-001-01-5,cannabinoid receptor agonist,H-BIOA-006-3
1186,BRD-K65417056-003-03-6,Local anesthetic,H-BIOA-006-3
1187,BRD-K65503129-001-01-4,HSP inhibitor|HSP antagonist,H-BIOA-006-3
1188,BRD-K65639003-001-02-5,phosphodiesterase inhibitor,H-BIOA-006-3
1189,BRD-K65667145-001-04-1,cell division inducer,H-BIOA-006-3
1190,BRD-K65786282-001-02-6,GABA receptor modulator,H-BIOA-006-3
1191,BRD-K65814004-001-02-3,nitric oxide synthase inhibitor|aldehyde dehydrogenase inhibitor|cytochrome P450 inhibitor|NADPH oxidase inhibitor|xanthine oxidase inhibitor,H-BIOA-006-3
1192,BRD-K66093087-001-01-5,Benzodiazepine receptor agonist,H-BIOA-006-3
1193,BRD-K66206289-003-03-1,Acetylcholine receptor antagonist,H-BIOA-006-3
1194,BRD-K66353228-001-05-4,myorelaxant,H-BIOA-006-3
1195,BRD-K66404838-003-03-8,opioid receptor agonist|opioid receptor antagonist,H-BIOA-006-3
1196,BRD-K66707493-001-02-6,Coloring agent,H-BIOA-006-3
1197,BRD-K66715657-001-01-3,dopamine receptor antagonist,H-BIOA-006-3
1198,BRD-K66782112-001-01-2,Histamine receptor antagonist,H-BIOA-006-3
1199,BRD-K66874953-001-02-7,TP53 inhibitor,H-BIOA-006-3
1200,BRD-K66898851-001-03-7,apoptosis stimulant,H-BIOA-006-3
1201,BRD-K66944906-001-02-6,Carbonic anhydrase inhibitor,H-BIOA-006-3
1202,BRD-K67013324-001-01-5,melatonin receptor antagonist,H-BIOA-006-3
1203,BRD-K67017579-001-13-3,Phosphodiesterase inhibitor,H-BIOA-006-3
1204,BRD-K67043667-001-04-1,DNA synthesis inhibitor,H-BIOA-006-3
1205,BRD-K67080878-001-05-5,phosphodiesterase inhibitor,H-BIOA-006-3
1206,BRD-K67102207-236-01-0,HDAC inhibitor,H-BIOA-006-3
1207,BRD-K67261995-001-03-4,Contrast agent,H-BIOA-006-3
1208,BRD-K67277431-002-03-0,thromboxane receptor antagonist|thromboxane synthase inhibitor,H-BIOA-006-3
1209,BRD-K67298865-001-02-5,TGF beta receptor inhibitor,H-BIOA-006-3
1210,BRD-K67352070-364-01-5,Acetylcholine receptor agonist,H-BIOA-006-3
1211,BRD-K67439147-001-01-7,glutamate receptor antagonist,H-BIOA-006-3
1212,BRD-K67445247-001-01-3,Urease inhibitor,H-BIOA-006-3
1213,BRD-K67537649-001-01-1,insulin growth factor receptor inhibitor,H-BIOA-006-3
1214,BRD-K67680372-003-01-8,GAT inhibitor,H-BIOA-006-3
1215,BRD-K67783091-001-05-5,Dopamine receptor antagonist,H-BIOA-006-3
1216,BRD-K67831364-003-01-7,vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor|VEGFR inhibitor,H-BIOA-006-3
1217,BRD-K67860401-001-02-3,glycogen synthase kinase inhibitor,H-BIOA-006-3
1218,BRD-K68095457-001-04-4,Cannabinoid receptor agonist,H-BIOA-006-3
1219,BRD-K68103045-001-01-1,benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist,H-BIOA-006-3
1220,BRD-K68143200-001-04-2,CDC inhibitor,H-BIOA-006-3
1221,BRD-K68190965-001-01-4,Serotonin receptor agonist,H-BIOA-006-3
1222,BRD-K68246049-001-01-4,Retinoid receptor agonist,H-BIOA-006-3
1223,BRD-K68264559-001-07-6,Adrenergic receptor agonist,H-BIOA-006-3
1224,BRD-K68332390-001-03-3,aldose reductase inhibitor|reductase inhibitor,H-BIOA-006-3
1225,BRD-K68336408-001-03-4,EGFR inhibitor,H-BIOA-006-3
1226,BRD-K68341547-003-01-6,calmodulin antagonist,H-BIOA-006-3
1227,BRD-K68392338-003-01-2,Benzodiazepine receptor antagonist,H-BIOA-006-3
1228,BRD-K68402494-001-04-7,myosin light chain kinase inhibitor,H-BIOA-006-3
1229,BRD-K68507560-003-04-8,acetylcholine receptor antagonist,H-BIOA-006-3
1230,BRD-K68552125-001-03-8,PKC activator|CD antagonist,H-BIOA-006-3
1231,BRD-K68553471-003-04-0,antihypertensive agent,H-BIOA-006-3
1232,BRD-K68558722-001-02-4,Cyclooxygenase inhibitor,H-BIOA-006-3
1233,BRD-K68620903-001-03-1,progesterone receptor agonist,H-BIOA-006-3
1234,BRD-K68873215-001-01-3,phosphodiesterase inhibitor,H-BIOA-006-3
1235,BRD-K69023402-001-02-5,ATPase inhibitor|calcium channel blocker|PKC activator,H-BIOA-006-3
1236,BRD-K69032158-001-02-2,Dipeptidyl peptidase inhibitor,H-BIOA-006-3
1237,BRD-K69195780-001-01-5,Serotonin receptor agonist,H-BIOA-006-3
1238,BRD-K69556541-001-02-6,Calcium channel blocker,H-BIOA-006-3
1239,BRD-K69763916-001-01-7,Glutamate receptor antagonist,H-BIOA-006-3
1240,BRD-K69837166-003-01-2,Nociceptin/orphanin FQ (NOP) receptor antagonist,H-BIOA-006-3
1241,BRD-K70241288-001-01-1,Growth hormone releasing peptide ligand agonist,H-BIOA-006-3
1242,BRD-K70246307-001-02-5,vitamin B2,H-BIOA-006-3
1243,BRD-K70281171-001-01-7,Dopamine receptor antagonist,H-BIOA-006-3
1244,BRD-K70330367-001-02-4,Glutamate receptor antagonist,H-BIOA-006-3
1245,BRD-K70487031-001-01-0,dopamine receptor antagonist,H-BIOA-006-3
1246,BRD-K70778732-003-04-4,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,H-BIOA-006-3
1247,BRD-K70792160-003-01-2,AKT inhibitor,H-BIOA-006-3
1248,BRD-K70881766-001-02-3,Acetylcholinesterase inhibitor,H-BIOA-006-3
1249,BRD-K70914287-300-01-0,EGFR inhibitor|tyrosine kinase inhibitor,H-BIOA-006-3
1250,BRD-K70976396-236-04-7,Bacterial cell wall synthesis inhibitor,H-BIOA-006-3
1251,BRD-K71003802-001-02-9,Plant alkaloid,H-BIOA-006-3
1252,BRD-K71266197-236-01-9,NTPDase inhibitor,H-BIOA-006-3
1253,BRD-K71430621-303-01-5,histamine receptor antagonist|histamine receptor inverse agonist,H-BIOA-006-3
1254,BRD-K71499074-001-03-8,Carbonic anhydrase inhibitor,H-BIOA-006-3
1255,BRD-K71534238-001-03-5,Free fatty acid receptor agonist,H-BIOA-006-3
1256,BRD-K71726959-001-05-9,CDK inhibitor,H-BIOA-006-3
1257,BRD-K71731651-001-01-9,Acetylcholine receptor agonist,H-BIOA-006-3
1258,BRD-K71799778-001-02-2,CDK inhibitor,H-BIOA-006-3
1259,BRD-K71799949-001-04-2,Carboxamide antiepileptic,H-BIOA-006-3
1260,BRD-K71860425-001-01-1,CDK inhibitor,H-BIOA-006-3
1261,BRD-K72024482-001-01-3,adenosine receptor antagonist,H-BIOA-006-3
1262,BRD-K72034655-001-02-1,apoptosis inducer|antileukemic,H-BIOA-006-3
1263,BRD-K72222507-003-02-8,ACE inhibitor,H-BIOA-006-3
1264,BRD-K72676686-103-01-8,selective serotonin reuptake inhibitor (SSRI)|serotonin reuptake inhibitor|serotonin uptake inhibitor,H-BIOA-006-3
1265,BRD-K72703948-001-01-0,Aurora kinase inhibitor,H-BIOA-006-3
1266,BRD-K72726508-001-01-3,CDK inhibitor,H-BIOA-006-3
1267,BRD-K72783841-001-01-0,CDK inhibitor|epidermal growth factor receptor (EGFR) inhibitor|tyrosine kinase inhibitor|EGFR inhibitor,H-BIOA-006-3
1268,BRD-K72895815-001-01-4,leukocyte elastase inhibitor,H-BIOA-006-3
1269,BRD-K72903603-001-03-8,Reverse transcriptase inhibitor,H-BIOA-006-3
1270,BRD-K73109821-001-05-2,Potassium channel activator,H-BIOA-006-3
1271,BRD-K73196317-003-06-4,adrenergic receptor antagonist,H-BIOA-006-3
1272,BRD-K73290745-003-01-8,opioid receptor agonist,H-BIOA-006-3
1273,BRD-K73323637-003-03-4,adrenergic receptor antagonist,H-BIOA-006-3
1274,BRD-K73391359-003-03-7,Local anesthetic,H-BIOA-006-3
1275,BRD-K73397362-001-01-7,smoothened receptor agonist,H-BIOA-006-3
1276,BRD-K73589401-001-03-8,mineralocorticoid receptor agonist,H-BIOA-006-3
1277,BRD-K73789395-001-04-0,RAF inhibitor,H-BIOA-006-3
1278,BRD-K73991644-001-01-7,aldose reductase inhibitor|falcipain inhibitor,H-BIOA-006-3
1279,BRD-K74112339-001-02-7,Urease inhibitor,H-BIOA-006-3
1280,BRD-K74141488-003-03-9,Fungal squalene epoxidase inhibitor,H-BIOA-006-3
1281,BRD-K74195153-050-03-0,Phosphodiesterase inhibitor,H-BIOA-006-3
1282,BRD-K74212935-001-03-1,Dopamine agonist,H-BIOA-006-3
1283,BRD-K74305673-001-01-3,IKK inhibitor|NFkB pathway inhibitor|protein kinase inhibitor,H-BIOA-006-3
1284,BRD-K74430258-001-01-2,hepatotoxicant,H-BIOA-006-3
1285,BRD-K74765201-001-01-9,Leukotriene receptor antagonist,H-BIOA-006-3
1286,BRD-K74913225-001-03-3,Carbonic anhydrase inhibitor,H-BIOA-006-3
1287,BRD-K75089421-001-02-5,sodium channel blocker,H-BIOA-006-3
1288,BRD-K75181824-001-02-3,inhibitor of methyl esterification of geranylgeranylated proteins,H-BIOA-006-3
1289,BRD-K75478907-001-01-5,GABA receptor modulator|GABA receptor positive allosteric modulator,H-BIOA-006-3
